"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.017114250E0,1.730551300E0,3.258723450E0,8.313561859E0,9.095570192E0
3.027132250E0,2.063009949E0,2.776875458E0,8.078550568E0,8.788061597E0
3.037150250E0,1.886377258E0,2.424208832E0,7.813302155E0,8.395409351E0
3.047169125E0,1.781744843E0,2.140548706E0,7.359595642E0,7.868939666E0
3.057187125E0,1.817370758E0,2.144739990E0,6.862629089E0,7.416092240E0
3.067205125E0,1.712289276E0,2.517764282E0,6.560257874E0,7.232430775E0
3.077223125E0,1.763183441E0,2.916684723E0,6.567891998E0,7.399531804E0
3.087241125E0,1.864822083E0,3.125350800E0,6.834188232E0,7.742835903E0
3.097259125E0,1.912273407E0,3.175047455E0,6.860383759E0,7.797600992E0
3.107278125E0,1.983375549E0,3.316353607E0,6.779851227E0,7.803740288E0
3.117296125E0,2.101629639E0,3.516637115E0,6.949149170E0,8.066861715E0
3.127314125E0,2.276316376E0,3.499722290E0,6.972201233E0,8.126577532E0
3.137332125E0,2.429298248E0,3.294199677E0,6.816524963E0,7.950990760E0
3.147350125E0,2.313738556E0,2.971021729E0,6.950196991E0,7.904783010E0
3.157368125E0,2.052232361E0,2.714455261E0,7.067253571E0,7.843850971E0
3.167386125E0,1.952539673E0,2.617756348E0,7.321425018E0,8.016752695E0
3.177404125E0,1.676214294E0,2.753973083E0,7.676336975E0,8.325876018E0
3.187422125E0,1.313817902E0,2.936443634E0,8.024213562E0,8.645046095E0
3.197440125E0,1.172960815E0,3.387455750E0,8.122109985E0,8.878027041E0
3.207458125E0,1.443298645E0,4.104464722E0,8.237220612E0,9.315661277E0
3.217476125E0,1.821861420E0,4.662204895E0,8.347990265E0,9.733667088E0
3.227494125E0,2.218835907E0,4.740192719E0,8.550369415E0,1.002504249E1
3.237512125E0,2.487976227E0,4.322411499E0,8.620723114E0,9.959424375E0
3.247530125E0,2.773133240E0,3.542682953E0,8.575068054E0,9.683628587E0
3.257548125E0,3.129841461E0,2.620750122E0,8.351283417E0,9.295599684E0
3.267566125E0,3.195554810E0,2.031425629E0,8.225844269E0,9.055538336E0
3.277585125E0,3.003803558E0,2.058968353E0,8.178093567E0,8.952284674E0
3.287603125E0,2.883004761E0,2.295027466E0,7.876470795E0,8.695841518E0
3.297621125E0,3.088976440E0,2.133812714E0,6.713090057E0,7.691586980E0
3.307639125E0,3.015329590E0,3.074157257E0,7.569309540E0,8.708450051E0
