"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.156198333E0,8.315058746E0,-3.634142761E0,-1.805245972E0,9.252356920E0
3.166220333E0,8.333320770E0,-3.890409851E0,-1.766626282E0,9.364854099E0
3.176243333E0,8.395441589E0,-4.252955933E0,-1.623972931E0,9.550306892E0
3.186266333E0,8.484506378E0,-4.664300537E0,-1.346450043E0,9.775248114E0
3.196288333E0,8.618328094E0,-5.038522339E0,-9.888436890E-1,1.003195386E1
3.206311333E0,8.779243469E0,-5.376369781E0,-4.927752686E-1,1.030646862E1
3.216334333E0,8.999136200E0,-5.581742706E0,5.433700562E-2,1.058977131E1
3.226356333E0,9.247918854E0,-5.586083679E0,5.107379150E-1,1.081615399E1
3.236379333E0,9.539362793E0,-5.465883636E0,8.470884705E-1,1.102691640E1
3.246402333E0,9.651180267E0,-5.278024292E0,1.273851013E0,1.107364066E1
3.256424333E0,1.009141479E1,-5.173691254E0,1.397194519E0,1.142610547E1
